Department,JobLevel,JobRole,BusinessTravel,OverTime,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,3,1,3,0,2,1,2,2,2,2,Yes
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,3,4,3,3,10,1,10,9,8,6,No
Human Resources,4,Manager,Travel_Rarely,Yes,4,3,4,3,3,2,21,1,21,7,7,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,1,2,3,4,10,1,10,8,6,7,Yes
Sales,5,Manager,Travel_Rarely,No,4,2,4,3,3,3,36,1,36,6,2,13,No
Sales,2,Sales Executive,Non-Travel,No,3,2,1,1,3,2,10,1,10,7,4,5,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,3,3,3,3,2,1,2,2,2,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,4,4,3,3,10,1,10,9,8,8,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,3,4,3,3,10,1,10,8,8,7,No
Sales,5,Manager,Travel_Rarely,No,3,3,2,2,2,3,21,1,21,8,12,8,No
Sales,1,Sales Representative,Travel_Rarely,No,3,1,2,2,3,3,2,1,2,2,2,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,2,4,1,3,3,13,1,12,7,5,7,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,4,3,3,2,10,1,10,7,7,7,Yes
Sales,2,Sales Executive,Travel_Rarely,No,4,4,3,2,3,5,10,1,10,8,4,8,No
Sales,2,Sales Executive,Travel_Frequently,No,4,3,4,1,3,5,7,1,7,7,7,7,No
Human Resources,1,Human Resources,Non-Travel,No,3,3,4,3,3,2,3,1,3,2,2,2,No
Sales,2,Sales Representative,Travel_Rarely,No,4,2,3,2,3,5,9,1,9,8,5,8,No
Sales,3,Sales Executive,Travel_Rarely,No,4,3,4,1,2,3,14,1,14,8,2,1,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,3,3,3,14,1,14,10,5,7,No
Sales,2,Sales Executive,Non-Travel,No,4,1,4,4,2,4,15,1,15,12,11,11,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,1,2,1,5,1,5,2,4,3,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,3,3,2,3,2,1,2,2,2,2,Yes
Research & Development,2,Laboratory Technician,Travel_Rarely,Yes,3,2,4,4,2,1,10,1,10,8,3,0,No
Research & Development,4,Healthcare Representative,Travel_Frequently,No,4,2,2,3,2,3,22,1,22,3,11,11,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,2,3,2,3,5,1,5,4,4,3,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,4,4,2,3,40,1,40,10,15,6,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,1,3,2,2,16,1,15,11,5,11,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,3,4,4,4,5,1,5,3,2,0,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,4,2,4,2,2,4,1,4,2,2,2,No
Research & Development,3,Manager,Non-Travel,Yes,3,3,2,1,2,2,10,1,10,7,9,9,Yes
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,3,3,4,3,2,2,11,1,11,9,4,10,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,4,2,2,18,1,18,7,12,17,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,1,2,1,5,13,1,13,10,3,12,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,4,3,1,4,2,5,10,1,10,9,5,8,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,2,2,4,10,1,10,9,8,8,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,2,4,4,3,9,1,8,7,7,7,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,4,2,2,10,1,10,9,7,8,Yes
Research & Development,5,Manager,Travel_Frequently,No,3,3,4,2,2,4,24,1,24,7,14,9,No
Research & Development,4,Manager,Travel_Rarely,Yes,3,3,4,3,2,3,26,1,26,14,3,0,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,2,2,2,3,10,1,9,8,7,8,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,2,4,2,3,10,1,10,2,7,8,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,1,3,4,2,8,1,8,7,6,3,No
Research & Development,2,Manufacturing Director,Travel_Frequently,Yes,3,4,3,3,4,3,20,1,19,10,2,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,Yes,3,3,3,3,2,3,16,1,16,10,10,1,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,1,2,5,4,1,4,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,3,4,4,4,3,7,1,7,7,5,6,Yes
Research & Development,5,Research Director,Travel_Rarely,No,3,2,3,3,4,2,21,1,20,7,4,9,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,2,2,4,4,6,2,1,2,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,3,3,2,5,2,1,2,2,2,2,Yes
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,2,4,4,4,2,2,1,2,2,2,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,4,4,2,2,14,1,14,8,3,11,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,3,3,2,4,10,1,10,7,8,9,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,1,1,2,3,9,1,9,7,6,8,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,4,3,4,3,2,2,8,1,8,5,2,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,4,2,3,1,1,2,2,1,2,2,2,2,Yes
Research & Development,5,Manager,Travel_Rarely,No,3,4,1,3,2,4,26,1,25,9,14,13,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,4,2,3,2,1,2,2,2,1,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,4,3,4,2,14,1,14,11,4,11,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,3,4,2,3,10,1,10,2,6,7,Yes
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,2,4,1,3,11,1,11,8,3,3,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,3,4,1,2,7,1,7,2,7,7,Yes
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,4,3,2,2,3,10,1,10,9,6,8,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,3,2,3,4,2,3,8,1,8,2,7,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,2,1,2,8,1,8,4,7,7,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,2,4,2,4,3,15,1,15,10,4,13,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,2,3,2,2,6,1,5,3,2,3,Yes
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,4,4,4,3,11,1,11,8,3,10,No
Research & Development,1,Research Scientist,Non-Travel,Yes,3,3,1,3,4,3,4,1,4,2,2,3,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,3,3,3,4,4,2,10,1,10,9,9,4,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,3,4,3,3,8,1,8,7,3,0,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,4,1,2,3,1,10,1,10,9,8,8,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,4,1,1,2,3,5,10,1,10,2,6,7,Yes
Research & Development,2,Laboratory Technician,Travel_Frequently,No,4,3,4,3,3,2,12,1,12,8,3,7,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,3,2,3,0,23,1,22,15,15,8,Yes
Research & Development,3,Research Director,Travel_Frequently,Yes,3,3,4,1,3,1,15,1,15,14,8,12,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,4,3,4,1,3,3,9,1,9,8,7,8,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,3,3,4,4,3,2,10,1,10,3,9,9,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,3,3,3,2,17,1,17,14,12,8,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,4,3,3,3,11,1,11,10,10,8,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,3,1,3,3,16,1,16,13,2,10,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,4,4,3,2,2,1,2,2,2,1,No
Research & Development,2,Research Scientist,Travel_Frequently,No,3,3,2,2,3,2,20,1,20,7,2,13,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,4,3,3,6,2,1,2,2,2,2,No
Research & Development,2,Laboratory Technician,Non-Travel,No,3,3,1,3,3,4,12,1,12,9,6,10,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,3,3,3,2,1,2,2,2,1,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,3,4,3,2,21,1,20,8,9,9,No
Research & Development,3,Manufacturing Director,Non-Travel,No,4,2,3,3,3,2,12,1,11,8,5,8,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,4,3,3,3,22,1,22,17,11,15,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,1,3,3,9,1,9,8,4,7,No
Research & Development,2,Healthcare Representative,Travel_Frequently,Yes,3,3,1,1,3,3,5,1,5,3,3,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,4,3,3,17,1,17,12,5,7,No
Research & Development,3,Laboratory Technician,Travel_Frequently,No,3,3,1,1,3,2,24,1,24,9,9,11,No
Research & Development,4,Manager,Travel_Rarely,Yes,3,3,1,3,3,3,21,1,21,9,11,10,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,4,2,3,3,3,2,10,1,10,9,8,9,No
Research & Development,5,Manager,Travel_Frequently,No,3,2,4,3,3,2,21,1,21,9,13,3,No
Research & Development,4,Research Director,Travel_Rarely,No,3,2,2,1,3,3,25,1,25,10,3,9,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,1,4,3,3,4,1,4,2,3,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,4,3,3,4,10,1,10,2,2,2,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,3,3,3,2,10,1,10,7,7,8,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,1,4,2,3,3,17,1,17,11,11,8,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,1,1,3,3,10,1,10,8,9,7,Yes
Research & Development,1,Research Scientist,Travel_Frequently,No,3,1,4,2,3,5,10,1,10,7,2,8,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,4,3,4,3,3,20,1,20,8,3,8,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,3,4,3,4,20,1,20,7,11,10,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,3,3,4,1,3,2,10,1,10,8,4,7,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,4,4,2,3,3,2,8,1,8,7,3,7,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,3,3,3,3,14,1,14,13,6,8,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,4,2,3,4,3,2,17,1,17,14,5,15,No
Research & Development,4,Manager,Non-Travel,No,3,3,1,1,3,3,31,1,31,6,14,7,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,1,2,3,0,8,1,8,7,7,1,No
Research & Development,3,Research Director,Travel_Rarely,No,3,3,1,4,3,3,15,1,15,12,5,11,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,3,4,3,6,5,1,4,2,3,2,No
Research & Development,4,Manufacturing Director,Travel_Rarely,No,3,2,4,4,3,3,21,1,21,6,11,8,No
Research & Development,5,Research Director,Non-Travel,No,4,1,3,2,3,3,21,1,21,16,5,10,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,4,1,3,3,1,18,1,17,13,15,14,Yes
Research & Development,3,Manufacturing Director,Travel_Frequently,Yes,3,3,1,4,3,2,21,1,21,6,2,8,No
Research & Development,2,Research Scientist,Travel_Frequently,No,4,2,3,1,3,4,14,1,13,7,3,8,Yes
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,3,4,3,0,4,1,4,2,2,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,1,4,3,2,6,1,6,5,3,3,No
Research & Development,2,Research Scientist,Travel_Rarely,No,4,3,4,4,3,3,20,1,20,11,13,17,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,4,2,2,3,3,2,2,1,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,4,4,1,3,5,10,1,10,5,7,7,No
Research & Development,4,Healthcare Representative,Non-Travel,Yes,3,2,2,4,3,3,34,1,33,9,15,0,No
Research & Development,1,Laboratory Technician,Travel_Frequently,Yes,3,2,4,4,3,2,2,1,2,2,2,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,1,3,3,2,1,2,2,2,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,3,3,4,9,1,9,8,8,8,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,3,4,3,2,8,1,8,2,7,7,Yes
Research & Development,3,Manufacturing Director,Travel_Frequently,No,3,4,2,3,3,2,10,1,10,8,4,7,Yes
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,4,1,3,3,12,1,12,9,5,8,No
Research & Development,4,Research Director,Travel_Frequently,Yes,3,1,4,3,3,2,32,1,32,6,13,9,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,1,3,2,10,1,10,8,3,7,No
Research & Development,2,Laboratory Technician,Travel_Rarely,Yes,3,3,3,2,3,3,15,1,15,14,5,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,3,2,1,3,4,10,1,10,8,7,7,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,4,4,3,3,3,9,1,9,7,7,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,3,3,2,3,1,2,2,2,2,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,2,3,1,3,2,18,1,18,15,14,12,No
Research & Development,2,Healthcare Representative,Non-Travel,No,3,3,3,3,3,5,15,1,14,11,2,9,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,4,4,3,3,10,1,10,7,3,9,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,2,4,3,2,11,1,11,8,7,9,No
Research & Development,4,Research Director,Travel_Rarely,No,4,2,3,3,3,3,14,1,14,10,6,11,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,4,2,2,4,3,3,4,1,4,3,3,3,No
Research & Development,1,Laboratory Technician,Non-Travel,No,4,3,4,4,3,5,7,1,7,7,5,7,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,4,2,2,3,6,14,1,14,11,2,13,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,4,2,3,3,10,1,10,9,8,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,Yes,3,4,4,3,3,2,9,1,8,7,6,7,No
Research & Development,4,Research Director,Travel_Rarely,No,3,2,2,4,3,2,21,1,21,6,8,6,No
Research & Development,2,Laboratory Technician,Non-Travel,Yes,3,3,4,4,3,2,9,1,9,8,5,8,No
Research & Development,1,Research Scientist,Non-Travel,Yes,4,1,1,4,3,2,5,1,5,2,3,0,Yes
Research & Development,2,Research Scientist,Travel_Frequently,Yes,3,2,4,3,3,3,16,1,15,10,6,11,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,4,3,1,1,3,3,10,1,10,0,7,9,No
Research & Development,2,Research Scientist,Travel_Frequently,No,4,1,1,4,3,6,10,1,10,8,8,7,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,4,3,3,4,3,2,9,1,9,7,2,8,No
Research & Development,2,Research Scientist,Non-Travel,No,3,2,3,4,3,2,20,1,20,9,3,7,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,2,3,3,3,6,1,6,2,4,1,No
Research & Development,3,Research Director,Travel_Rarely,Yes,4,4,4,3,3,2,16,1,16,11,6,8,No
